鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註,編號
板橋區,房地(土地+建物)+車位,新北市板橋區合宜一路121~150號,24.36,住,,,1011003,土地1建物1車位1,五層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,173.5,3,2,2,有,有,9163195,52814,坡道平面,31.65,0,,RPOUMLPJPHNFFAF78CA
板橋區,房地(土地+建物),新北市板橋區合宜一路121~150號,23.7,住,,,1010923,土地1建物1車位0,十二層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,141.86,3,2,2,有,有,7783195,54865,,0.0,0,,RPQUMLPJPHNFFAF98CA
板橋區,房地(土地+建物)+車位,新北市板橋區合宜一路121~150號,13.83,住,,,1010923,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,110.47999999999999,2,2,1,有,有,5774258,52265,坡道平面,31.65,0,,RPUUMLPJPHNFFAF76CA
板橋區,土地,成功段61~90地號,201.02,商,,,1070605,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9000000,44772,,0.0,0,土地持分部分出售,RPWUMLPJPHNFFAF96CA
板橋區,房地(土地+建物),新北市板橋區金門街151巷40弄1~30號,28.18,住,,,1070524,土地2建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,95.44,3,1,1,有,無,2696762,28256,,0.0,0,,RPUQMLOJPHNFFAF88CA
板橋區,房地(土地+建物)+車位,新北市板橋區合宜一路121~150號,25.02,住,,,1011001,土地1建物1車位1,七層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,179.26,3,2,2,有,有,9614506,53634,坡道平面,31.65,0,,RPTOMLQJPHNFFAF78CA
板橋區,房地(土地+建物)+車位,新北市板橋區合宜一路1~30號,26.34,住,,,1060506,土地1建物1車位1,十九層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,184.04,3,2,2,有,有,9930028,53956,坡道平面,31.65,0,,RPUOMLQJPHNFFAF88CA
板橋區,房地(土地+建物)+車位,新北市板橋區合宜一路1~30號,13.83,住,,,1011202,土地1建物1車位1,五層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,112.25,2,2,1,有,有,5875658,52344,坡道平面,31.65,0,,RPPPMLQJPHNFFAF48CA
板橋區,房地(土地+建物)+車位,新北市板橋區合宜一路1~30號,26.34,住,,,1011008,土地1建物1車位1,十四層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,184.04,3,2,2,有,有,9883322,53702,坡道平面,31.65,0,,RPQPMLQJPHNFFAF58CA
板橋區,房地(土地+建物)+車位,新北市板橋區合宜一路31~60號,13.83,住,,,1020106,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,110.47999999999999,2,2,1,有,有,5774258,52265,坡道平面,31.65,0,,RPRPMLQJPHNFFAF68CA
土城區,房地(土地+建物),新北市土城區清水路301~330號,16.14,住,,,1070603,土地1建物1車位0,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850110,106.8,2,2,2,有,有,10500000,98315,,0.0,0,,RPWPMLKKPHNFFAF68CA
板橋區,房地(土地+建物)+車位,新北市板橋區樂群路61~90號,29.63,住,,,1010905,土地1建物1車位1,七層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,206.10000000000002,3,2,2,有,有,11053989,53634,坡道平面,31.65,0,,RPXQMLKKPHNFFAF88CA
板橋區,房地(土地+建物)+車位,新北市板橋區樂群路31~60號,25.02,住,,,1011011,土地1建物1車位1,九層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,179.54000000000002,3,2,2,有,有,9608530,53517,坡道平面,31.65,0,,RPRRMLKKPHNFFAF38CA
板橋區,房地(土地+建物),新北市板橋區樂群路31~60號,13.17,住,,,1011002,土地1建物1車位0,十五層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,80.6,2,2,1,有,有,4415658,54785,,0.0,0,,RPSRMLKKPHNFFAF48CA
板橋區,房地(土地+建物)+車位,新北市板橋區樂群路61~90號,24.36,住,,,1011010,土地1建物1車位1,十七層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,175.46,3,2,2,有,有,9314177,53084,坡道平面,31.65,0,,RPVSMLKKPHNFFAF88CA
板橋區,房地(土地+建物),新北市板橋區合宜一路31~60號,13.17,住,,,1011110,土地1建物1車位0,十層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,80.6,2,2,1,有,有,4415658,54785,,0.0,0,,RPWSMLKKPHNFFAF98CA
板橋區,房地(土地+建物)+車位,新北市板橋區合宜一路31~60號,25.68,住,,,1011024,土地1建物1車位1,十四層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,180.94,3,2,2,有,有,9524779,52641,坡道平面,31.65,0,,RPXSMLKKPHNFFAF09CA
板橋區,房地(土地+建物)+車位,新北市板橋區合宜一路31~60號,13.83,住,,,1011028,土地1建物1車位1,六層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,112.25,2,2,1,有,有,5795658,51632,坡道平面,31.65,0,,RPOTMLKKPHNFFAF28CA
板橋區,房地(土地+建物),新北市板橋區樂群路31~60號,13.17,住,,,1011005,土地1建物1車位0,十三層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,80.6,2,2,1,有,有,4415658,54785,,0.0,0,,RPPTMLKKPHNFFAF38CA
板橋區,房地(土地+建物),新北市板橋區樂群路31~60號,23.7,住,,,1010930,土地1建物1車位0,十五層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,141.86,3,2,2,有,有,7783195,54865,,0.0,0,,RPWNMLMKPHNFFAF68CA
板橋區,房地(土地+建物)+車位,新北市板橋區合宜一路31~60號,24.36,住,,,1060531,土地1建物1車位1,七層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,173.5,3,2,2,有,有,9243195,53275,坡道平面,31.65,0,,RPXNMLMKPHNFFAF78CA
板橋區,房地(土地+建物)+車位,新北市板橋區合宜一路31~60號,13.83,住,,,1011025,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,110.47999999999999,2,2,1,有,有,5694258,51541,坡道平面,31.65,0,,RPOOMLMKPHNFFAF97CA
板橋區,房地(土地+建物),新北市板橋區合宜一路31~60號,13.17,住,,,1010925,土地1建物1車位0,二十二層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,78.83,2,2,1,有,有,4314258,54729,,0.0,0,,RPPOMLMKPHNFFAF08CA
板橋區,房地(土地+建物),新北市板橋區樂群路1~30號,13.17,住,,,1011007,土地1建物1車位0,九層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070114,78.83,2,2,1,有,有,4314258,54729,,0.0,0,,RPQOMLMKPHNFFAF18CA
板橋區,房地(土地+建物)+車位,新北市板橋區合宜一路1~30號,26.34,住,,,1011004,土地1建物1車位1,九層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,184.04,3,2,2,有,有,9930028,53956,坡道平面,31.65,0,,RPSOMLMKPHNFFAF38CA
板橋區,房地(土地+建物)+車位,新北市板橋區合宜一路121~150號,24.36,住,,,1060527,土地1建物1車位1,七層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,173.5,3,2,2,有,有,9243195,53275,坡道平面,31.65,0,,RPTOMLMKPHNFFAF48CA
板橋區,房地(土地+建物)+車位,新北市板橋區樂群路31~60號,26.34,住,,,1010901,土地1建物1車位1,十一層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,184.04,3,2,2,有,有,9930028,53956,坡道平面,31.65,0,,RPQPMLMKPHNFFAF28CA
板橋區,房地(土地+建物)+車位,新北市板橋區樂群路31~60號,13.83,住,,,1011007,土地1建物1車位1,十四層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,112.25,2,2,1,有,有,5771315,51415,坡道平面,31.65,0,,RPRPMLMKPHNFFAF38CA
板橋區,房地(土地+建物),新北市板橋區樂群路31~60號,13.17,住,,,1010924,土地1建物1車位0,十五層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,80.6,2,2,1,有,有,4415658,54785,,0.0,0,,RPVPMLMKPHNFFAF78CA
板橋區,房地(土地+建物)+車位,新北市板橋區合宜一路61~90號,13.83,住,,,1011215,土地1建物1車位1,十五層,二十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070104,111.62,2,2,1,有,有,5858192,52483,坡道平面,31.65,0,,RPWPMLMKPHNFFAF88CA
板橋區,土地,府中段1171~1200地號,57.07,其他,,,1070515,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10798306,189212,,0.0,0,,RPWPMLTJPHNFFAF86CA
板橋區,房地(土地+建物),新北市板橋區板新路31~60號,35.2,住,,,1070522,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720907,102.18,5,2,1,有,無,10600000,103739,,0.0,0,,RPPOMLSKPHNFFAF68CA
板橋區,房地(土地+建物)+車位,新北市板橋區樂群路61~90號,24.36,住,,,1010907,土地1建物1車位1,一層，見其他登記事項,二十三層,店面(店鋪),見其他登記事項,鋼筋混凝土造,1070104,168.53,0,0,0,無,有,32530000,193022,坡道平面,31.65,0,,RPTTMLMKPHNFFAF98CA
板橋區,房地(土地+建物)+車位,新北市板橋區文化路一段188巷1~30號,25.38,住,,,1070528,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061221,223.43,3,2,2,有,有,37130000,166182,坡道平面,32.61,0,,RPVNMLOLPHNFFAF88CA
土城區,房地(土地+建物),新北市土城區青雲路587巷31~60號,25.87,住,,,1070416,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830523,128.07,3,2,2,有,有,9400000,73397,,0.0,0,,RPOWMLKLPHNFFAF68CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段211巷61~90號,26.5,住,,,1070604,土地1建物1車位1,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970220,169.55,3,2,2,有,有,9300000,54851,坡道平面,0.0,0,,RPUUMLSLOHNFFBF27CA
新莊區,房地(土地+建物),新北市新莊區後港一路28巷3弄1~30號,31.83,住,,,1070525,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790525,117.12,4,0,4,有,無,8500000,72575,,0.0,0,,RPURNLSLOHNFFBF07CA
新莊區,房地(土地+建物)+車位,新北市新莊區幸福路781~810號,35.52,住,,,1070514,土地1建物1車位1,十八層，十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830402,295.48,4,2,2,有,有,23500000,79532,坡道平面,32.23,0,,RPVSOLSLOHNFFBF37CA
新莊區,房地(土地+建物)+車位,新北市新莊區福德三街1~30號,21.66,住,,,1070527,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010710,154.82,2,2,2,有,有,16050000,103669,坡道平面,32.37,0,,RPXNMLTLOHNFFBF96CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段331~360號,27.36,商,,,1070512,土地1建物1車位2,二十六層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030618,321.01,0,0,0,無,有,20800000,64795,坡道平面,45.46,0,,RPWNMLSLOHNFFBF76CA
新莊區,房地(土地+建物),新北市新莊區中泰街104巷1~30號,24.4,住,,,1070402,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0711120,91.5,3,2,2,有,無,7650000,83607,,0.0,0,,RPOOMLSLOHNFFBF68CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段331~360號,27.49,商,,,1070512,土地1建物1車位2,二十六層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030618,321.75,0,0,0,無,有,20800000,64646,坡道平面,45.46,0,,RPQOMLSLOHNFFBF88CA
五股區,房地(土地+建物),新北市五股區御史路61~90號,62.9,住,,,1070518,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0941020,174.7,4,2,2,有,有,10950000,62679,,0.0,0,,RPVOMLTLOHNFFBF86CA
新莊區,房地(土地+建物)+車位,新北市新莊區中正路121~150號,19.68,住,,,1070517,土地2建物1車位1,十一層,十二層,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0790702,170.74,3,2,2,有,無,13000000,76139,升降平面,30.7,0,含增建或未登記建物。內含獨立產權車位，未包含在棟數內。,RPTQMLTLOHNFFBF86CA
泰山區,房地(土地+建物),新北市泰山區明志路三段196巷7弄1~30號,25.76,住,,,1070607,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0630824,82.89,4,0,4,有,無,5200000,62734,,0.0,0,,RPPQMLMJPHNFFBF28CA
林口區,土地,南勢埔段頭湖小段211~240地號,1473.7,工,,,1070524,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,51600000,35014,,0.0,0,,RPPOMLQJPHNFFBF48CA
新莊區,房地(土地+建物)+車位,新北市新莊區福壽街14巷31~60號,28.9,住,,,1070521,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870307,170.18,3,2,2,有,有,18000000,113709,坡道平面,29.47,2000000,,RPRRMLPJPHNFFBF88CA
泰山區,房地(土地+建物),新北市泰山區明志路二段61~90號,8.03,住,,,1070618,土地1建物1車位0,九層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830520,49.08,1,1,1,有,有,3800000,77425,,0.0,0,,RPPRMLTJPHNFFBF09CA
新莊區,房地(土地+建物)+車位,新北市新莊區天祥街1~30號,12.75,住,,,1070422,土地2建物1車位1,二層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050908,169.66,3,2,2,有,有,14450000,102858,坡道平面,44.73,1600000,,RPWRMLTJPHNFFBF17CA
新莊區,房地(土地+建物),新北市新莊區後港一路151~180號,6.48,工,,,1070530,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020430,54.05,1,1,1,有,有,4770000,88252,,0.0,0,,RPORMLRKPHNFFBF88CA
泰山區,土地,信華段五小段1~30地號,1341.27,住,,,1070611,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,284013940,211750,,0.0,0,,RPOPMLMKPHNFFBF18CA
泰山區,土地,信華段五小段1~30地號,492.27,住,,,1070611,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,105000000,213298,,0.0,0,,RPWOMLMKPHNFFBF88CA
新店區,房地(土地+建物),新北市新店區明德路65巷1~30號,27.88,住,,,1070531,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660407,101.4,2,2,2,有,無,12580000,124063,,0.0,0,,RPUNMLNJPHNFFCF68CA
新店區,房地(土地+建物),新北市新店區花園十路二段1~30號,42.82,住,,,1070427,土地4建物1車位0,地下二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,87.63,3,2,1,有,有,6800000,77599,,0.0,0,,RPUOMLOJPHNFFCF88CA
深坑區,房地(土地+建物)+車位,新北市深坑區松柏街1~30號,36.86,,一般農業區,甲種建築用地,1070512,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0960601,133.74,3,2,2,有,有,10200000,76267,坡道機械,20.01,0,,RPWOMLTLOHNFFCF07CA
新店區,房地(土地+建物)+車位,新北市新店區安興路121~150號,40.97,其他,,,1070504,土地8建物1車位1,五層,十四層,其他,見其他登記事項,見其他登記事項,1050406,107.41,0,0,1,無,有,10180000,90054,坡道平面,16.02,1950000,,RPVNMLTLOHNFFCF86CA
新店區,房地(土地+建物)+車位,新北市新店區安興路121~150號,47.29,其他,,,1070513,土地8建物1車位1,十三層,十四層,其他,見其他登記事項,見其他登記事項,1050406,124.65,0,0,0,無,有,10850000,83271,坡道平面,18.37,2000000,,RPWNMLTLOHNFFCF96CA
新店區,房地(土地+建物)+車位,新北市新店區安興路91~120號,47.29,其他,,,1070524,土地8建物1車位1,二層,十四層,其他,見其他登記事項,見其他登記事項,1050406,124.65,0,0,0,無,有,11310000,86658,坡道平面,18.37,2100000,,RPOOMLTLOHNFFCF88CA
新店區,房地(土地+建物)+車位,新北市新店區中央三街91~120號,12.29,住,,,1070512,土地1建物1車位1,三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890105,177.84,3,2,2,有,有,17500000,98403,坡道平面,0.0,0,,RPXPMLSLOHNFFCF17CA
新店區,房地(土地+建物),新北市新店區富貴街8巷1~30號,26.91,其他,,,1070428,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760116,104.6,3,2,2,有,有,6700000,64054,,0.0,0,,RPPNMLTLOHNFFCF88CA
新店區,土地,直潭段直潭小段361~390地號,168.0,其他,,,1070604,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13860000,82500,,0.0,0,,RPTOMLSLOHNFFCF66CA
新店區,房地(土地+建物)+車位,新北市新店區安祥路91~120號,64.02,,山坡地保育區,丙種建築用地,1070409,土地1建物1車位1,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830414,185.77999999999997,4,2,2,有,有,8400000,45215,坡道平面,0.0,0,,RPQNMLPJPHNFFCF48CA
新店區,車位,新北市新店區安成街2巷1~30號,1.27,住,,,1070617,土地0建物0車位1,,,其他,,,,18.5,0,0,0,有,有,1730000,,坡道平面,0.0,1730000,,RPSNMLPJPHNFFCF68CA
新店區,房地(土地+建物),新北市新店區寶興路60巷1~30號,27.37,其他,,,1070523,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671123,85.67,3,2,1,有,有,6800000,79374,,0.0,0,,RPRNMLOJPHNFFCF48CA
深坑區,土地,永安段301~330地號,359.94,工,,,1070604,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,18000000,50008,,0.0,0,,RPXOMLOJPHNFFCF56CA
新店區,房地(土地+建物)+車位,新北市新店區安光路1~30號,22.91,住,,,1070417,土地1建物1車位1,二十一層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1060407,178.32,3,2,2,有,有,18580000,112453,坡道平面,31.77,2100000,,RPPOMLNKPHNFFCF38CA
新店區,房地(土地+建物),新北市新店區安祥路102巷46弄1~30號,82.86,,山坡地保育區,丙種建築用地,1070529,土地6建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851002,97.49000000000001,3,2,2,有,有,5250000,53852,,0.0,0,,RPPOMLKKPHNFFCF08CA
汐止區,房地(土地+建物)+車位,新北市汐止區樟樹二路330巷61~90號,22.46,住,,,1070518,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880111,141.56,3,2,2,有,有,8500000,60045,坡道平面,0.0,0,陽台外推，權利人二人。,RPUPMLSLOHNFFDF96CA
汐止區,房地(土地+建物),新北市汐止區忠孝東路421~450號,14.51,住,,,1070619,土地1建物1車位0,九層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851009,104.82,4,1,2,有,有,9500000,90632,,0.0,0,本買賣案件係親屬間特殊交易。,RPQNMLTLOHNFFDF09CA
萬里區,房地(土地+建物),新北市萬里區仁一街1~30號,18.33,,鄉村區,乙種建築用地,1070620,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680926,63.65,3,1,1,有,無,900000,14140,,0.0,0,,RPXNMLSLOHNFFDF07CA
汐止區,房地(土地+建物),新北市汐止區宜興街30巷1~30號,27.34,,鄉村區,乙種建築用地,1070525,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,97.79,4,2,1,有,無,7330000,74957,,0.0,0,,RPQPMLRLOHNFFDF09CA
汐止區,房地(土地+建物),新北市汐止區汐萬路二段228巷31弄121~150號,58.89,,山坡地保育區,丙種建築用地,1070615,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0841110,84.28,2,2,2,有,有,3700000,43901,,0.0,0,,RPXOMLRLOHNFFDF07CA
汐止區,土地,福德段301~330地號,44.47,其他,,,1061201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,44974,,0.0,0,,RPXQMLMJPHNFFDF66CA
汐止區,房地(土地+建物)+車位,新北市汐止區樟樹二路91~120號,19.56,住,,,1070414,土地1建物1車位2,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050810,171.26,3,2,2,有,有,18600000,113419,坡道平面,46.06,4400000,,RPRNMLOJPHNFFDF58CA
汐止區,房地(土地+建物)+車位,新北市汐止區樟樹二路61~90號,16.35,住,,,1070526,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050810,131.28,3,2,1,有,有,15500000,122864,坡道平面,23.03,2200000,,RPSNMLOJPHNFFDF68CA
汐止區,房地(土地+建物)+車位,新北市汐止區樟樹二路61~90號,8.97,住,,,1070506,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050810,79.83000000000001,1,1,1,有,有,9500000,130282,坡道平面,23.03,2100000,,RPTNMLOJPHNFFDF78CA
汐止區,房地(土地+建物)+車位,新北市汐止區樟樹二路61~90號,8.41,住,,,1070529,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050810,75.94,1,1,1,有,有,8800000,126630,坡道平面,23.03,2100000,,RPUNMLOJPHNFFDF88CA
汐止區,房地(土地+建物)+車位,新北市汐止區樟樹二路61~90號,12.35,住,,,1070519,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050810,103.37,2,2,1,有,有,12600000,130695,坡道平面,23.03,2100000,,RPWNMLOJPHNFFDF09CA
汐止區,房地(土地+建物)+車位,新北市汐止區樟樹二路31~60號,18.75,住,,,1070608,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050810,148.23000000000002,3,2,2,有,有,16980000,117252,坡道平面,23.03,2300000,,RPXNMLOJPHNFFDF56CA
汐止區,房地(土地+建物)+車位,新北市汐止區樟樹二路31~60號,18.75,住,,,1070405,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050810,148.23000000000002,3,2,2,有,有,16720000,115974,坡道平面,23.03,2200000,,RPOOMLOJPHNFFDF38CA
汐止區,房地(土地+建物)+車位,新北市汐止區國興街23巷1~30號,29.87,,鄉村區,乙種建築用地,1070607,土地2建物1車位1,七層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1061102,138.34,3,2,1,有,有,13000000,108324,坡道平面,35.87,1900000,,RPTOMLOJPHNFFDF88CA
汐止區,房地(土地+建物)+車位,新北市汐止區福德二路61~90號,12.65,住,,,1070505,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1060725,111.49,2,1,1,有,有,11700000,118154,坡道平面,30.24,2100000,,RPSOMLNJPHNFFDF68CA
汐止區,房地(土地+建物)+車位,新北市汐止區福德二路61~90號,12.65,住,,,1070428,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1060725,111.49,2,1,1,有,有,11660000,117662,坡道平面,30.24,2100000,,RPUOMLNJPHNFFDF88CA
汐止區,房地(土地+建物)+車位,新北市汐止區福德二路61~90號,12.65,住,,,1070519,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1060725,111.49,2,2,1,有,有,12500000,128000,坡道平面,30.24,2100000,,RPWOMLNJPHNFFDF09CA
汐止區,房地(土地+建物)+車位,新北市汐止區福德二路61~90號,8.88,住,,,1070415,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1060725,84.27,1,1,1,有,有,9370000,127901,坡道平面,27.82,2150000,,RPXOMLNJPHNFFDF56CA
金山區,房地(土地+建物),新北市金山區中華路361~390號,9.87,住,,,1070528,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831101,46.31,3,2,1,有,有,1200000,25912,,0.0,0,,RPPNMLLJPHNFFDF08CA
金山區,房地(土地+建物),新北市金山區中華路361~390號,9.87,住,,,1070528,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831101,46.31,3,2,1,有,有,1200000,25912,,0.0,0,,RPQNMLLJPHNFFDF18CA
汐止區,房地(土地+建物),新北市汐止區林森街31~60號,42.55,,鄉村區,乙種建築用地,1070520,土地2建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800107,133.63,2,2,2,有,無,15000000,112250,,0.0,0,,RPTOMLTLOHNFFDF86CA
汐止區,房地(土地+建物),新北市汐止區水源路一段121~150號,15.5,住,,,1070506,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860610,118.09,3,2,2,有,有,11360000,96198,,0.0,0,,RPVPMLMJPHNFFDF98CA
汐止區,房地(土地+建物),新北市汐止區中正路161巷1弄1~30號,21.15,商,,,1070531,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701016,85.71,2,2,1,有,無,7000000,81671,,0.0,0,,RPROMLKKPHNFFDF38CA
汐止區,房地(土地+建物),新北市汐止區建成路57巷31~60號,10.49,住,,,1070506,土地2建物1車位0,六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871113,76.6,4,2,2,有,有,8550000,111619,,0.0,0,,RPWOMLQJPHNFFDF76CA
汐止區,房地(土地+建物)+車位,新北市汐止區福德二路61~90號,8.88,住,,,1070513,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1060725,86.69999999999999,1,1,1,有,有,9500000,130181,坡道平面,30.24,2150000,,RPQNMLQKPHNFFDF78CA
汐止區,房地(土地+建物)+車位,新北市汐止區大同路三段181~210號,28.52,工,,,1070613,土地1建物1車位2,八層,十層,廠辦,工業用,鋼筋混凝土造,0810629,301.24,0,0,0,無,有,10500000,34856,坡道平面,63.66,0,,RPVOMLQKPHNFFDF76CA
