鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註,編號
金山區,房地(土地+建物),新北市金山區三界壇路31~60號,2863.68,農,,,1070615,土地2建物1車位0,一層，二層,二層,農舍,農舍,加強磚造,0810622,310.64,4,2,2,有,無,21500000,,,0.0,0,,RPOOMLKLPHNFFDF18CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段91~120號,18.14,住,,,1070304,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070102,123.12,2,1,1,有,無,7600000,61728,坡道平面,28.11,0,,RPRNMLSLOHNFFEF56CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段91~120號,15.61,住,,,1070506,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070102,109.72,2,1,1,有,無,6600000,60153,坡道平面,28.11,0,,RPUNMLSLOHNFFEF86CA
淡水區,房地(土地+建物)+車位,新北市淡水區自強路331~360號,31.59,住,,,1070605,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840913,234.77999999999997,3,3,2,有,有,17500000,74538,坡道平面,0.0,0,含增建或未登記建物。本案車位面積無法概算。,RPVOMLRLOHNFFEF96CA
汐止區,房地(土地+建物)+車位,新北市汐止區明峰街91~120號,21.43,住,,,1070530,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831026,174.07,2,2,2,有,有,12250000,70374,坡道平面,0.0,0,,RPQPMLOLPHNFFDF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路四段230巷31~60號,22.01,住,,,1070531,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060217,150.36,2,2,1,有,有,8250000,54868,坡道平面,40.56,0,,RPUPMLTLOHNFFEF17CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段99巷1~30號,20.14,住,,,1070521,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061205,143.9,2,2,1,有,有,8000000,55594,坡道平面,34.62,0,,RPTOMLTLOHNFFEF96CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段99巷31~60號,18.2,住,,,1070428,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061205,133.09,2,2,1,有,有,7500000,56353,坡道平面,34.62,0,,RPWOMLTLOHNFFEF27CA
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路1~30號,7.11,商,,,1070519,土地1建物1車位1,二十三層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970909,137.25,2,1,1,有,有,10700000,77954,坡道平面,20.18,0,,RPPQMLSLOHNFFEF66CA
淡水區,房地(土地+建物),新北市淡水區英專路151~180號,9.58,住,,,1070605,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930603,69.0,1,1,1,有,有,4300000,62319,,0.0,0,,RPOOMLTLOHNFFEF09CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段151~180號,8.47,商,,,1020910,土地1建物1車位1,十八層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,111.28999999999999,2,1,1,有,有,6850000,64149,坡道機械,15.42,700000,,RPUQMLNJPHNFFEF56CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段211~240號,8.01,商,,,1020908,土地1建物1車位1,二十一層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,105.62,2,1,1,有,有,6850000,68182,坡道機械,15.42,700000,,RPWQMLNJPHNFFEF76CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段181~210號,10.89,商,,,1020903,土地1建物1車位1,十二層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,152.48000000000002,3,2,2,有,有,9400000,68234,坡道平面,30.84,1100000,,RPXQMLNJPHNFFEF86CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段181~210號,10.89,商,,,1020923,土地1建物1車位1,二十七層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,152.32,3,2,2,有,有,10480000,75980,坡道平面,30.84,1250000,,RPPRMLNJPHNFFEF78CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段181~210號,8.22,商,,,1020929,土地1建物1車位1,十八層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,121.65,2,1,1,有,有,7050000,65521,坡道平面,30.84,1100000,,RPQRMLNJPHNFFEF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段181~210號,10.35,商,,,1020919,土地1建物1車位1,二十七層，見其他登記事項,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,146.24,2,1,1,有,有,10050000,76256,坡道平面,30.84,1250000,,RPTRMLNJPHNFFEF56CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段211~240號,10.89,商,,,1020831,土地1建物1車位1,十八層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,152.48000000000002,3,2,2,有,有,9660000,68727,坡道平面,30.84,1300000,,RPURMLNJPHNFFEF66CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段211~240號,11.21,商,,,1020906,土地1建物1車位1,二十七層，見其他登記事項,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,156.21,2,1,1,有,有,10150000,71788,坡道平面,30.84,1150000,,RPVRMLNJPHNFFEF76CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段241~270號,10.95,商,,,1020914,土地1建物1車位1,十五層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,153.15,3,2,2,有,有,9060000,65081,坡道平面,30.84,1100000,,RPWRMLNJPHNFFEF86CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段301~330號,10.95,商,,,1021110,土地1建物1車位1,二十四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,153.09,3,2,2,有,有,10300000,73620,坡道平面,30.84,1300000,,RPXRMLNJPHNFFEF96CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段301~330號,10.66,商,,,1020918,土地1建物1車位1,二十四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,149.84,3,2,2,有,有,9010000,66639,坡道平面,30.84,1080000,,RPOSMLNJPHNFFEF78CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段331~360號,11.0,商,,,1020824,土地1建物1車位1,六層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,153.7,3,2,2,有,有,9330000,65359,坡道平面,30.84,1300000,,RPXPMLNJPHNFFEF76CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段331~360號,8.34,商,,,1020831,土地1建物1車位1,六層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,109.27000000000001,2,1,1,有,有,6550000,63399,坡道機械,15.42,600000,,RPRQMLNJPHNFFEF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路一段121~150號,37.51,住,,,1070610,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011101,197.92000000000002,3,2,2,有,有,14880000,75182,坡道平面,33.3,0,,RPVRMLQJPHNFFEF07CA
瑞芳區,房地(土地+建物),新北市瑞芳區大埔路91~120號,42.09,,鄉村區,乙種建築用地,1070522,土地2建物1車位0,二層,二層,公寓(5樓含以下無電梯),住家用,加強磚造,,79.94,2,1,1,有,無,1100000,13760,,0.0,0,,RPRNMLRLOHNFFFF56CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路181巷1~30號,53.44,住,,,1070529,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950612,169.51999999999998,3,2,1,有,有,7700000,45422,坡道平面,33.14,0,,RPQNMLLMPHNFFEF58CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段241~270號,22.42,住,,,1070522,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020,171.8,3,2,2,有,有,9800000,57043,坡道平面,29.2,0,,RPRNMLLMPHNFFEF68CA
淡水區,房地(土地+建物),新北市淡水區淡金路79巷61~90號,17.18,住,,,1070620,土地1建物1車位0,七層，八層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0990816,100.31,1,1,1,有,有,7800000,77759,,0.0,0,,RPPPMLOLPHNFFEF88CA
淡水區,房地(土地+建物),新北市淡水區淡金路79巷61~90號,17.48,住,,,1070620,土地1建物1車位0,七層，八層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0990816,102.75999999999999,1,1,1,有,有,8000000,77859,,0.0,0,,RPQPMLOLPHNFFEF98CA
淡水區,房地(土地+建物),新北市淡水區淡金路79巷61~90號,17.08,住,,,1070620,土地1建物1車位0,七層，八層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0990816,100.06,1,1,1,有,有,8000000,79952,,0.0,0,,RPTNMLPLPHNFFEF56CA
淡水區,房地(土地+建物),新北市淡水區淡金路79巷61~90號,18.08,住,,,1070620,土地1建物1車位0,七層，八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990816,106.07,2,1,1,有,有,9600000,90506,,0.0,0,,RPUNMLPLPHNFFEF66CA
淡水區,房地(土地+建物),新北市淡水區水源街二段120巷1~30號,6.36,住,,,1070613,土地1建物1車位0,三層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0821106,35.3,1,0,1,有,有,1750000,49575,,0.0,0,,RPOPMLNKPHNFFEF58CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路二段31~60號,25.23,住,,,1070310,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070227,161.33999999999997,3,2,2,有,有,8200000,52820,坡道平面,29.76,1250000,,RPWPMLNKPHNFFEF76CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路二段31~60號,18.02,住,,,1070425,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070227,128.03,2,2,1,有,有,6310000,51491,坡道平面,29.76,1250000,,RPXPMLNKPHNFFEF86CA
淡水區,房地(土地+建物),新北市淡水區中山北路一段211~240號,7.19,住,,,1070528,土地1建物1車位0,三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880806,98.62,3,2,2,有,有,5000000,50700,,0.0,0,,RPPOMLNKPHNFFEF58CA
蘆洲區,房地(土地+建物),新北市蘆洲區光華路73巷1~30號,14.87,住,,,1070514,土地1建物1車位0,九層，見其他登記事項,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050805,92.04,3,1,4,有,有,13000000,141243,,0.0,0,,RPRRMLRLOHNFFGF07CA
三重區,土地,永安段2701~2730地號,9.33,其他,,,1070620,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1100000,117899,,0.0,0,,RPUNMLSLOHNFFGF07CA
三重區,房地(土地+建物),新北市三重區溪尾街196巷1~30號,22.6,住,,,1070403,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730705,70.04,4,1,1,有,有,7800000,111365,,0.0,0,頂樓增建(2房1廳1衛),RPXNMLSLOHNFFGF37CA
三重區,房地(土地+建物)+車位,新北市三重區慈愛街151~180號,11.01,商,,,1070521,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0961205,110.50999999999999,3,2,2,有,有,12250000,110860,升降機械,13.92,0,,RPSRMLTKPHNFFGF37CA
三重區,房地(土地+建物),新北市三重區民生街61巷1~30號,72.71,住,,,1070512,土地2建物2車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0600615,152.4,0,0,0,無,無,20000000,131234,,0.0,0,含一樓及二樓.二樓3房1廳1衛,RPXOMLNKPHNFFGF96CA
三重區,房地(土地+建物),新北市三重區民生街61巷1~30號,27.64,住,,,1070512,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0600615,76.2,3,1,1,有,無,7500000,98425,,0.0,0,,RPOPMLNKPHNFFGF78CA
蘆洲區,房地(土地+建物),新北市蘆洲區光華路73巷1~30號,14.98,住,,,1070525,土地1建物1車位0,九層，見其他登記事項,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050805,92.12,2,1,1,有,有,12800000,138949,,0.0,0,,RPSOMLQJPHNFFGF66CA
三重區,土地,仁信段31~60地號,939.5,住,,,1070420,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,272832000,290401,,0.0,0,,RPQPMLTJPHNFFGF86CA
三重區,土地,仁信段31~60地號,302.3,住,,,1070420,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,87792000,290413,,0.0,0,,RPRPMLTJPHNFFGF96CA
三重區,房地(土地+建物),新北市三重區正義南路31~60號,17.85,住,,,1070604,土地3建物2車位0,全,二層,透天厝,工業用,鋼筋混凝土加強磚造,0400110,16.76,7,4,4,有,無,2950000,176014,,0.0,0,共有人間的買賣.,RPUPMLTJPHNFFGF27CA
蘆洲區,房地(土地+建物),新北市蘆洲區長安街102巷1~30號,33.23,住,,,1070515,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0771128,124.79,3,2,2,有,無,6500000,52088,,0.0,0,二親等間買賣,RPTOMLSLOHNFFGF07CA
蘆洲區,房地(土地+建物),新北市蘆洲區信義路266巷1~30號,20.85,住,,,1070529,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730302,88.44,3,2,2,有,無,8100000,91588,,0.0,0,,RPRPMLTLOHNFFGF07CA
三重區,房地(土地+建物)+車位,新北市三重區河邊北街31~60號,16.05,住,,,1070602,土地1建物1車位1,十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891011,205.20999999999998,4,2,3,有,有,17500000,85278,坡道平面,0.0,0,,RPWOMLSLOHNFFGF37CA
三重區,房地(土地+建物),新北市三重區成功路91~120號,6.31,商,,,1070531,土地3建物1車位0,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041105,72.45,2,2,1,有,有,10580000,146032,,0.0,0,,RPXOMLOJPHNFFGF96CA
三重區,土地,仁興段1291~1320地號,12.83,其他,,,1070604,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1901900,148239,,0.0,0,公共設施保留地之交易,RPTOMLPLPHNFFGF86CA
三重區,土地,仁興段1291~1320地號,1.28,其他,,,1070604,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,190190,148586,,0.0,0,公共設施保留地之交易,RPUOMLPLPHNFFGF96CA
三重區,土地,仁興段1291~1320地號,19.25,其他,,,1070604,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2852850,148200,,0.0,0,公共設施保留地之交易,RPORMLNLPHNFFGF09CA
三重區,土地,大安段391~420地號,12.93,其他,,,1070604,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2018738,156128,,0.0,0,公共設施保留地之交易,RPQRMLNLPHNFFGF66CA
三重區,土地,仁義段1321~1350地號,23.03,其他,,,1070604,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3498945,151930,,0.0,0,公共設施保留地之交易,RPRRMLNLPHNFFGF76CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區長安街194巷1~30號,30.18,住,,,1070518,土地1建物1車位1,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790910,157.04,4,2,2,有,無,13700000,87239,坡道平面,0.0,0,,RPXNMLKLPHNFFGF66CA
永和區,房地(土地+建物)+車位,新北市永和區保安路271~300號,8.77,住,,,1070515,土地1建物1車位1,十二層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880804,153.17000000000002,3,2,2,有,有,17700000,115558,坡道機械,47.82,0,含增建或未登記建物。,RPWQMLRLOHNFFHF57CA
中和區,房地(土地+建物),新北市中和區枋寮街1~30號,24.39,商,,,1070512,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760911,106.78,3,2,2,有,無,12500000,117063,,0.0,0,,RPROMLSLOHNFFHF96CA
中和區,房地(土地+建物),新北市中和區中山路二段451~480號,22.42,工,,,1070520,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0730229,85.77,4,0,4,有,無,7100000,82780,,0.0,0,,RPRPMLSLOHNFFHF07CA
永和區,房地(土地+建物),新北市永和區民治街59巷1~30號,26.7,住,,,1070524,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0600903,76.24,3,1,1,有,無,11000000,144281,,0.0,0,,RPTPMLSLOHNFFHF27CA
永和區,房地(土地+建物),新北市永和區永元路18巷38弄1~30號,33.45,住,,,1070303,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0630530,72.78,2,1,1,有,無,8600000,118164,,0.0,0,,RPWPMLSLOHNFFHF57CA
中和區,房地(土地+建物)+車位,新北市中和區中正路121~150號,27.94,住,,,1070525,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1010521,233.7,4,2,2,有,有,24500000,104835,坡道平面,36.35,0,,RPPQMLSLOHNFFHF96CA
中和區,房地(土地+建物),新北市中和區連勝街1~30號,27.24,住,,,1070411,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780809,163.57,4,2,2,有,無,22800000,139390,,0.0,0,,RPSQMLSLOHNFFHF27CA
中和區,房地(土地+建物),新北市中和區中和路211~240號,16.27,商,,,1070606,土地2建物1車位0,七層,十一層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0780203,150.68,3,2,2,有,有,16200000,107513,,0.0,0,,RPUQMLSLOHNFFHF47CA
中和區,房地(土地+建物),新北市中和區景平路541~570號,37.0,住,,,1070511,土地4建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680624,99.42,3,2,1,有,無,6000000,60350,,0.0,0,,RPPNMLMJPHNFFHF58CA
中和區,房地(土地+建物),新北市中和區新生街242巷1~30號,32.84,住,,,1070614,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),見其他登記事項,見其他登記事項,0650124,105.11,4,4,4,有,無,12400000,117972,,0.0,0,,RPQNMLMJPHNFFHF68CA
永和區,房地(土地+建物),新北市永和區永元路18巷40弄1~30號,10.57,住,,,1070525,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0630530,24.26,4,2,2,有,無,3250000,133965,,0.0,0,本案為持分買賣,RPPNMLOJPHNFFHF78CA
永和區,房地(土地+建物),新北市永和區環河西路二段209巷1~30號,6.96,住,,,1070528,土地1建物1車位0,十七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870122,73.3,2,2,1,有,有,9750000,133015,,0.0,0,,RPWPMLNJPHNFFHF96CA
永和區,房地(土地+建物)+車位,新北市永和區民有街67巷1~30號,26.74,住,,,1070602,土地1建物1車位1,二十層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1051214,271.91999999999996,4,3,2,有,有,39380000,164503,坡道平面,47.0,2380000,,RPSOMLMJPHNFFHF98CA
